,LEAGUE,PLAYER_ID,POSITION,SEASON,AGE_SEPT_15,GP,G,A,TP,PPG,SEASON_NO,SEASON_>20GP,CUM_GP,ONLY_1_SEASON,MIN_3_SEASONS,DY_STATUS,SHOOTS,DRAFTED,NHL_PPG,NHL_GP,NHL_DV
10869,OHL,192725/justin-allen,F,2006,21.383333,43,2,4,6,0.14,2,2,87,0,0,DY+3,R,No,0.0,0,0
10872,OHL,192726/alexander-eaton,F,2006,21.202778,23,3,3,6,0.26,3,3,144,0,1,DY+3,L,No,0.0,0,0
10874,QMJHL,19275/anthony-perdicaro,F,2008,19.233333,13,0,2,2,0.15,2,0,58,0,0,DY+1,L,No,0.0,0,0
10877,WHL,19280/james-bettauer,D,2012,21.488889,74,21,37,58,0.783784,3,3,212,0,1,DY+3,R,No,0.0,0,0
10880,WHL,19281/nic-knudsen,D,2007,19.902778,44,1,9,10,0.227273,3,3,185,0,1,DY+1,R,No,0.0,0,0
10884,WHL,19282/sasha-golin,F,2008,20.313889,71,5,11,16,0.225352,4,4,268,0,1,DY+2,R,No,0.0,0,0
10888,OHL,192880/blake-siebenaler,D,2016,20.55,65,7,22,29,0.446154,4,3,210,0,1,DY+2,R,Yes,0.0,0,0
10892,WHL,19290/andre-herman,F,2007,20.422222,70,13,10,23,0.328571,4,4,272,0,1,DY+2,L,No,0.0,0,0
10896,OHL,192970/sean-stefanski,F,2004,21.013889000000002,63,15,20,35,0.555556,4,4,240,0,1,DY+3,R,No,0.0,0,0
10900,OHL,192971/dene-poulin,D,2004,20.755556,57,1,7,8,0.14,4,4,249,0,1,DY+2,L,No,0.0,0,0
10902,OHL,192973/sean-grendus,F,2004,17.983333,36,4,3,7,0.19,2,1,40,0,0,DY-1,L,No,0.0,0,0
10904,USHL,192982/dylan-pavelek,F,2014,18.663889,26,6,3,9,0.346154,2,1,35,0,0,DY,R,No,0.0,0,0
10907,OHL,193017/brian-brosnan,D,2016,21.397222,29,4,10,14,0.482759,3,3,127,0,1,DY+3,R,No,0.0,0,0
10909,QMJHL,193021/brandon-vuic,F,2015,20.191667000000002,46,2,3,5,0.11,2,2,69,0,0,DY+2,L,No,0.0,0,0
10910,OHL,193038/nicholas-sproviero,F,2014,19.591667,13,1,0,1,0.08,1,0,13,1,0,DY+1,R,No,0.0,0,0
10913,OHL,193077/tyler-eady,F,2003,20.091667,68,12,12,24,0.352941,3,3,170,0,1,DY+2,R,No,0.0,0,0
10915,USHL,19310/rob-lehtinen,D,2003,20.391667,60,9,20,29,0.483333,2,2,120,0,0,DY+2,L,No,0.0,0,0
10916,OHL,193105/ryan-mackay,D,2003,20.397222,52,2,6,8,0.15,1,1,52,1,0,DY+2,L,No,0.0,0,0
10918,OHL,19311/chris-greene,F,2006,20.975,61,12,24,36,0.590164,2,2,129,0,0,DY+2,R,No,0.0,0,0
10920,WHL,193112/jordie-fike,D,2006,19.369444,48,1,1,2,0.04,2,2,101,0,0,DY+1,L,No,0.0,0,0
10924,QMJHL,193114/cavan-fitzgerald,D,2017,21.061111,47,15,25,40,0.8510639999999999,4,3,150,0,1,DY+3,L,No,0.0,0,0
10925,WHL,193115/chip-petrino,F,2007,17.497222,53,1,2,3,0.06,1,1,53,1,0,DY-1,R,No,0.0,0,0
10930,WHL,19312/barry-horman,F,2005,21.188889,62,6,14,20,0.322581,5,5,282,0,1,DY+3,R,No,0.0,0,0
10933,QMJHL,19315/patrick-levesque,F,2003,19.380556,54,2,13,15,0.277778,3,2,126,0,0,DY+1,R,No,0.0,0,0
10934,USHL,19319/matt-moreland,F,2004,18.672222,9,1,2,3,0.333333,1,0,9,1,0,DY,L,No,0.0,0,0
10938,OHL,193279/jean-francois-seguin,D,2003,21.388889000000002,62,12,25,37,0.596774,4,4,229,0,1,DY+3,R,No,0.0,0,0
10942,WHL,19333/stuart-kerr,D,2005,21.397222,68,4,7,11,0.16176500000000002,4,4,257,0,1,DY+3,L,No,0.0,0,0
10945,QMJHL,19335/jonathan-labelle,F,2003,20.352778,69,16,18,34,0.49275399999999997,3,3,157,0,1,DY+2,L,No,0.0,0,0
10947,WHL,19340/kris-mallette,D,2000,21.655556,61,3,6,9,0.15,2,2,128,0,0,DY+3,R,Yes,0.0,0,0
10948,OHL,19344/matt-reynolds,F,2000,19.355556,52,1,6,7,0.13,1,1,52,1,0,DY+1,L,No,0.0,0,0
10951,USHL,193445/joe-snively,F,2015,19.705556,55,27,37,64,1.1636360000000001,3,3,159,0,1,DY+1,L,No,0.0,0,0
10953,USHL,193448/bobby-nardella,D,2015,19.397222,56,10,32,42,0.75,2,2,108,0,0,DY+1,L,No,0.0,0,0
10957,WHL,19346/theran-yeo,D,2008,20.741667,47,5,13,18,0.382979,4,4,205,0,1,DY+2,R,No,0.0,0,0
10960,WHL,19347/brennan-sonne,F,2008,21.422222,62,9,9,18,0.290323,3,3,149,0,1,DY+3,L,No,0.0,0,0
10964,WHL,19348/keith-voytechek,F,2008,21.616667,52,8,18,26,0.5,4,4,209,0,1,DY+3,L,No,0.0,0,0
10968,QMJHL,193496/brad-kennedy,F,2017,21.475,37,10,19,29,0.783784,4,4,232,0,1,DY+3,R,No,0.0,0,0
10972,OHL,19350/scott-dobben,F,2004,21.430556,63,30,28,58,0.920635,4,4,251,0,1,DY+3,L,Yes,0.0,0,0
10973,OHL/USHL,19352/edgar-rybakov,F,2009,18.694444,31,0,3,3,0.096774,1,1,31,1,0,DY,R,No,0.0,0,0
10974,OHL,193527/ryan-hamelin,F,2013,18.7,1,1,0,1,1.0,1,0,1,1,0,DY,-,No,0.0,0,0
10977,QMJHL,19353/andrej-nestrasil,F,2011,20.563889,58,19,51,70,1.2068969999999999,3,3,174,0,1,DY+2,L,Yes,0.375,128,1
10981,WHL,19354/robin-soudek,F,2012,21.125,65,27,30,57,0.876923,4,4,250,0,1,DY+3,R,No,0.0,0,0
10984,OHL,19355/adam-sedlak,D,2011,19.983333,59,2,10,12,0.20339000000000002,3,3,169,0,1,DY+1,R,No,0.0,0,0
10987,WHL,19356/dalibor-bortnak,F,2011,20.577778,57,13,31,44,0.77193,3,3,170,0,1,DY+2,R,No,0.0,0,0
10989,OHL,19357/tomas-rachunek,F,2010,19.552778,61,5,17,22,0.360656,2,2,125,0,0,DY+1,R,No,0.0,0,0
10993,OHL,19359/doug-maciver,D,2002,21.591667,64,2,15,17,0.265625,4,4,237,0,1,DY+3,R,No,0.0,0,0
10994,QMJHL,19360/filip-janosik,F,2009,18.441667000000002,47,1,3,4,0.09,1,1,47,1,0,DY,R,No,0.0,0,0
10996,OHL,19361/miroslav-preisinger,F,2010,19.616667,64,11,19,30,0.46875,2,2,127,0,0,DY+1,L,No,0.0,0,0
10998,QMJHL,19362/michal-hlinka,F,2010,19.488889,49,10,12,22,0.44898000000000005,2,2,90,0,0,DY+1,L,No,0.0,0,0
11000,QMJHL,193637/colby-tower,F,2016,19.591667,59,4,8,12,0.20339000000000002,2,2,115,0,0,DY+1,R,No,0.0,0,0
11001,QMJHL,19364/tomas-petracek,D,2009,20.2,24,1,3,4,0.17,1,1,24,1,0,DY+2,L,No,0.0,0,0
11002,OHL,19365/yevgeni-molotilov,D,2009,18.272222,55,0,6,6,0.11,1,1,55,1,0,DY,L,No,0.0,0,0
11003,OHL,19366/richard-jarusek,F,2009,18.102778,48,6,5,11,0.229167,1,1,48,1,0,DY,L,No,0.0,0,0
11005,QMJHL,19367/radovan-pulis,F,2011,19.994444,36,3,5,8,0.22,2,1,38,0,0,DY+1,L,No,0.0,0,0
11006,OHL,19370/jan-latal,D,2009,19.483333,28,1,1,2,0.07,1,1,28,1,0,DY+1,R,No,0.0,0,0
11007,WHL,19371/lukas-matejka,F,2009,17.875,32,1,1,2,0.06,1,1,32,1,0,DY-1,L,No,0.0,0,0
11010,WHL,19372/andrej-kudrna,F,2011,20.344444,65,29,53,82,1.2615379999999998,3,3,201,0,1,DY+2,L,No,0.0,0,0
11014,WHL,19375/josh-garbutt,D,2005,21.158333,12,3,0,3,0.25,4,0,196,0,1,DY+3,L,No,0.0,0,0
11018,QMJHL,19377/maxime-frechette,D,2009,21.35,26,0,2,2,0.08,4,4,151,0,1,DY+3,R,Yes,0.0,0,0
11021,WHL,19378/derek-reinhart,D,2006,19.402778,49,0,5,5,0.1,3,3,172,0,1,DY+1,R,Yes,0.0,0,0
11022,WHL,193816/tyson-moulton,D,2002,17.069444,42,1,6,7,0.17,1,1,42,1,0,DY-1,L,No,0.0,0,0
11027,QMJHL,193822/chase-harwell,F,2018,21.677778,67,21,23,44,0.656716,5,5,283,0,1,DY+3,R,No,0.0,0,0
11028,USHL,193825/connor-sundquist,F,2016,19.602778,42,4,5,9,0.214286,1,1,42,1,0,DY+1,R,No,0.0,0,0
11029,USHL,193829/christian-meike,D,2016,20.644444,54,2,9,11,0.203704,1,1,54,1,0,DY+2,L,No,0.0,0,0
11034,QMJHL,19384/nicolas-corbeil,F,2004,21.291667,27,9,21,30,1.111111,5,5,289,0,1,DY+3,R,Yes,0.0,0,0
11038,OHL,194119/dylan-sadowy,F,2016,20.452778,64,45,25,70,1.09375,4,4,258,0,1,DY+2,L,Yes,0.0,0,0
11040,OHL,19414/jiri-drtina,D,2004,19.538889,14,0,3,3,0.21,2,0,77,0,0,DY+1,L,No,0.0,0,0
11042,OHL,19416/karol-sloboda,D,2003,20.330556,59,6,40,46,0.7796609999999999,2,2,119,0,0,DY+2,R,No,0.0,0,0
11044,OHL,194186/derek-lewis,D,2006,20.683332999999998,47,1,5,6,0.13,2,2,87,0,0,DY+2,R,No,0.0,0,0
11046,USHL,19419/michal-borovansky,F,2006,21.5,32,4,10,14,0.4375,2,2,61,0,0,DY+3,R,No,0.0,0,0
11047,QMJHL,194197/nicholas-gibson,D,2015,19.597222,5,0,1,1,0.2,1,0,5,1,0,DY+1,L,No,0.0,0,0
11050,QMJHL,194205/campbell-pickard,F,2016,19.219444,55,1,7,8,0.15,3,2,94,0,0,DY+1,L,No,0.0,0,0
11055,QMJHL,194215/nick-welsh,D,2018,21.194444,68,12,54,66,0.9705879999999999,5,5,329,0,1,DY+3,R,No,0.0,0,0
11056,OHL,19425/maxim-kitsyn,F,2011,19.725,32,9,17,26,0.8125,1,1,32,1,0,DY+1,R,Yes,0.0,0,0
11059,QMJHL,19427/kirill-kabanov,F,2012,20.163889,50,21,34,55,1.1,3,3,111,0,1,DY+2,R,Yes,0.0,0,0
11061,USHL,194272/peter-tischke,D,2015,19.7,56,2,17,19,0.33928600000000003,2,2,112,0,0,DY+1,L,No,0.0,0,0
11065,QMJHL,19428/brandon-gormley,D,2012,20.575,35,10,22,32,0.914286,4,4,202,0,1,DY+2,L,Yes,0.086207,58,1
11070,QMJHL,19429/ben-duffy,F,2013,21.533333,68,39,71,110,1.6176469999999998,5,5,334,0,1,DY+3,R,No,0.0,0,0
11073,WHL,19431/benn-olson,D,2008,21.377778,71,0,12,12,0.169014,3,3,198,0,1,DY+3,L,No,0.0,0,0
11074,QMJHL,194383/josh-shatford,F,2014,17.783333,1,1,0,1,1.0,1,0,1,1,0,DY-1,L,No,0.0,0,0
11077,OHL,19448/jeff-bateman,F,2001,20.044444,53,15,44,59,1.113208,3,3,185,0,1,DY+2,L,Yes,0.0,0,0
11078,USHL,19451/stu-bickel,D,2007,20.952778,57,2,11,13,0.22807,1,1,57,1,0,DY+2,R,No,0.0,0,0
11081,QMJHL,194579/nicholas-blanchard,F,2016,20.644444,59,10,10,20,0.338983,3,3,182,0,1,DY+2,L,No,0.0,0,0
11082,QMJHL,194582/justin-dickinson,F,2013,18.477778,19,0,1,1,0.05,1,0,19,1,0,DY,R,No,0.0,0,0
11083,QMJHL,194585/grant-janes,F,2014,18.011111,13,1,0,1,0.08,1,0,13,1,0,DY,L,No,0.0,0,0
11087,QMJHL,194587/zach-moody,F,2016,20.472222,64,10,15,25,0.390625,4,4,240,0,1,DY+2,L,No,0.0,0,0
11091,QMJHL,194606/lane-cormier,F,2018,21.594444,5,1,0,1,0.2,4,0,167,0,1,DY+3,R,No,0.0,0,0
11092,QMJHL,194616/joshua-pugsley,F,2014,18.186111,63,6,9,15,0.23809499999999997,1,1,63,1,0,DY,L,No,0.0,0,0
11095,USHL,194748/lawton-courtnall,F,2016,20.522222,58,15,16,31,0.534483,3,3,139,0,1,DY+2,L,No,0.0,0,0
11098,WHL,194774/mark-lindsay,D,2003,18.838889,59,3,7,10,0.169492,3,2,96,0,0,DY,L,No,0.0,0,0
11102,OHL,194778/greg-betzold,F,2016,21.511111,65,43,22,65,1.0,4,4,244,0,1,DY+3,L,No,0.0,0,0
11107,QMJHL,194811/keith-getson,F,2019,21.461111,68,29,27,56,0.8235290000000001,5,5,321,0,1,DY+3,L,No,0.0,0,0
11108,USHL,194870/william-harrison,F,2016,20.688889,45,2,8,10,0.22222199999999998,1,1,45,1,0,DY+2,R,No,0.0,0,0
11112,OHL,194889/christian-dvorak,F,2016,20.619444,59,52,69,121,2.050847,4,3,167,0,1,DY+2,L,Yes,0.4375,176,1
11115,USHL,194896/cody-milan,F,2015,19.427778,60,11,15,26,0.43333299999999997,3,3,141,0,1,DY+1,R,No,0.0,0,0
11117,USHL,194918/michael-booth,F,2014,18.486110999999998,38,3,4,7,0.18421099999999999,2,2,96,0,0,DY,R,No,0.0,0,0
11121,WHL,194931/scott-eansor,F,2017,21.7,40,18,20,38,0.95,4,4,219,0,1,DY+3,L,No,0.0,0,0
11122,USHL,194935/alex-jasiek,F,2015,19.661111,9,0,1,1,0.11111099999999999,1,0,9,1,0,DY+1,L,No,0.0,0,0
11125,USHL,194939/chris-dodero,F,2015,19.269444,39,3,8,11,0.282051,3,3,140,0,1,DY+1,L,No,0.0,0,0
11128,USHL,194948/dakota-joshua,F,2015,19.333333,52,20,24,44,0.8461540000000001,3,2,114,0,0,DY+1,L,Yes,0.0,0,0
11130,USHL,194952/tyler-nanne,D,2015,19.494444,43,8,8,16,0.372093,2,1,47,0,0,DY+1,R,Yes,0.0,0,0
11132,USHL,195005/sam-kauppila,F,2016,20.341667,49,4,10,14,0.28571399999999997,2,2,100,0,0,DY+2,R,No,0.0,0,0
11135,WHL,195023/libor-hajek,D,2018,20.613889,58,12,27,39,0.6724140000000001,3,3,192,0,1,DY+2,L,Yes,0.2,5,1
11138,QMJHL,195028/barrett-dachyshyn,F,2018,19.944444,52,1,2,3,0.06,3,3,141,0,1,DY+1,L,No,0.0,0,0
11139,QMJHL,195032/johnny-jones,F,2015,18.238889,36,0,1,1,0.03,1,1,36,1,0,DY,L,No,0.0,0,0
11140,USHL,195036/michael-o-leary,F,2016,18.705556,59,8,19,27,0.45762700000000006,1,1,59,1,0,DY,L,No,0.0,0,0
11141,USHL,195149/ben-storm,F,2013,19.458333,52,2,10,12,0.230769,1,1,52,1,0,DY+1,L,Yes,0.0,0,0
11142,USHL,195160/bryan-lemos,F,2015,19.166667,59,16,23,39,0.661017,1,1,59,1,0,DY+1,R,No,0.0,0,0
11144,USHL,195165/andrew-zerban,F,2016,20.480556,4,1,0,1,0.25,2,0,25,0,0,DY+2,R,No,0.0,0,0
11146,USHL,195166/jake-cass,D,2014,18.619444,40,1,5,6,0.15,2,2,65,0,0,DY,R,No,0.0,0,0
11150,USHL,195170/bradley-johnson,D,2017,21.644444,60,0,9,9,0.15,4,2,128,0,0,DY+3,R,No,0.0,0,0
11153,QMJHL,195192/drake-batherson,F,2018,20.383333,51,29,48,77,1.5098040000000001,3,2,122,0,0,DY+2,R,Yes,0.45,20,1
11154,USHL,195208/max-kalter,F,2015,19.538889,60,13,17,30,0.5,1,1,60,1,0,DY+1,R,No,0.0,0,0
11156,USHL,195210/brendan-smith,D,2015,19.655556,55,3,15,18,0.327273,2,2,89,0,0,DY+1,L,No,0.0,0,0
11158,USHL,195212/tristan-rostagno,D,2016,19.972222,4,0,1,1,0.25,2,0,37,0,0,DY+1,L,No,0.0,0,0
11160,USHL,195213/jacob-benson,F,2015,19.622222,54,14,18,32,0.592593,2,2,104,0,0,DY+1,R,No,0.0,0,0
11165,WHL,195217/jack-walker,F,2017,21.125,70,31,41,72,1.028571,5,5,318,0,1,DY+3,L,Yes,0.0,0,0
11167,USHL,195218/fredrik-olofsson,F,2015,19.3,57,27,33,60,1.052632,2,2,109,0,0,DY+1,L,Yes,0.0,0,0
11171,USHL,195219/jake-wahlin,F,2016,19.85,55,15,30,45,0.818182,4,2,127,0,0,DY+1,L,No,0.0,0,0
11173,USHL,195228/mitch-reinke,D,2016,20.613889,56,5,25,30,0.535714,2,2,111,0,0,DY+2,R,No,0.0,0,0
11175,WHL,195230/luca-leone,F,2014,18.558332999999998,33,2,4,6,0.18,2,2,63,0,0,DY,R,No,0.0,0,0
11176,USHL,195231/cullen-munson,F,2013,17.447222,2,1,0,1,0.5,1,0,2,1,0,DY-1,L,No,0.0,0,0
11177,USHL,195235/ryan-donato,F,2015,19.433332999999998,8,5,5,10,1.25,1,0,8,1,0,DY+1,L,Yes,0.5,68,1
11179,USHL,195261/connor-hurley,F,2014,19.0,56,13,37,50,0.892857,2,1,67,0,0,DY+1,L,Yes,0.0,0,0
11180,QMJHL,195286/donovan-rehill,F,2015,17.908333,30,1,3,4,0.13,1,1,30,1,0,DY-1,L,No,0.0,0,0
11184,QMJHL,195287/declan-smith,F,2019,21.355556,48,10,24,34,0.708333,4,4,232,0,1,DY+3,R,No,0.0,0,0
11185,USHL,195383/thomas-ebbing,F,2013,18.963889,60,16,10,26,0.43333299999999997,1,1,60,1,0,DY,L,No,0.0,0,0
11189,QMJHL,195389/luke-green,D,2018,20.675,14,5,10,15,1.0714290000000002,4,0,195,0,1,DY+2,R,Yes,0.0,0,0
11193,QMJHL,195390/matt-green,F,2018,20.675,34,5,5,10,0.294118,4,4,168,0,1,DY+2,L,No,0.0,0,0
11195,USHL,195401/jason-cotton,F,2016,21.605556,28,6,5,11,0.392857,2,2,73,0,0,DY+3,R,No,0.0,0,0
11197,QMJHL,19546/mikhail-deyev,F,2002,20.555556,25,8,11,19,0.76,2,2,92,0,0,DY+2,R,No,0.0,0,0
11201,OHL,195473/tyler-hill,F,2016,21.422222,21,2,7,9,0.43,4,4,178,0,1,DY+3,L,No,0.0,0,0
11203,USHL,195474/blake-winiecki,F,2014,20.680556,60,24,26,50,0.833333,2,2,111,0,0,DY+2,L,No,0.0,0,0
11206,USHL,195506/jack-jenkins,F,2015,20.177778,53,14,21,35,0.660377,3,3,174,0,1,DY+2,R,No,0.0,0,0
11208,USHL,195507/c.j.-suess,F,2014,20.494444,53,22,29,51,0.9622639999999999,2,2,116,0,0,DY+2,L,Yes,0.0,0,0
11211,QMJHL,195515/jake-barter,D,2017,20.488889,61,4,11,15,0.245902,3,3,187,0,1,DY+2,R,No,0.0,0,0
11212,QMJHL,195551/johnny-foley,F,2016,18.425,14,2,1,3,0.21,1,0,14,1,0,DY,R,No,0.0,0,0
11213,QMJHL,195552/jacob-hickey,F,2016,18.333333,15,1,1,2,0.13,1,0,15,1,0,DY,R,No,0.0,0,0
11218,QMJHL,195558/morgan-nauss,D,2019,21.402778,68,4,32,36,0.529412,5,5,285,0,1,DY+3,R,No,0.0,0,0
11219,OHL,195576/artyom-kuleshov,D,2013,18.402778,50,0,4,4,0.08,1,1,50,1,0,DY,L,No,0.0,0,0
11223,QMJHL,19559/kirill-alexeyev,D,2002,21.55,62,4,18,22,0.35483899999999996,4,3,196,0,1,DY+3,L,No,0.0,0,0
11226,QMJHL,195639/cole-reginato,F,2018,20.811111,40,16,11,27,0.675,3,3,154,0,1,DY+2,L,No,0.0,0,0
11231,QMJHL,195642/mitchell-balmas,F,2019,21.488889,64,43,39,82,1.28125,5,5,322,0,1,DY+3,L,No,0.0,0,0
11234,QMJHL,195762/dillon-boucher,F,2017,20.413889,56,4,8,12,0.214286,3,3,160,0,1,DY+2,L,No,0.0,0,0
11236,WHL,19578/vladimir-artyushin,F,2002,19.430556,5,1,1,2,0.4,2,0,44,0,0,DY+1,R,No,0.0,0,0
11240,QMJHL,195781/brett-crossley,F,2018,20.7,66,5,4,9,0.14,4,4,235,0,1,DY+2,L,No,0.0,0,0
11241,OHL,195824/matthew-iannetta,D,2002,20.413889,59,1,5,6,0.1,1,1,59,1,0,DY+2,R,No,0.0,0,0
11243,OHL,19591/denis-yachmenyov,F,2003,19.280556,68,17,28,45,0.6617649999999999,2,2,133,0,0,DY+1,L,Yes,0.0,0,0
11247,WHL,195951/parker-wotherspoon,D,2017,20.058332999999998,69,10,56,66,0.956522,4,4,274,0,1,DY+2,L,Yes,0.0,0,0
11252,WHL,195952/ty-ronning,F,2018,20.902778,70,61,23,84,1.2,5,5,285,0,1,DY+2,R,Yes,0.0,0,0
11255,WHL,195953/jesse-roach,F,2017,20.525,42,2,2,4,0.1,3,3,154,0,1,DY+2,R,No,0.0,0,0
11256,QMJHL,196035/matt-sartoris,D,2015,17.416667,39,0,2,2,0.05,1,1,39,1,0,DY-1,L,No,0.0,0,0
11261,OHL,196066/alexander-peters,D,2017,21.202778,68,10,24,34,0.5,5,4,239,0,1,DY+3,L,Yes,0.0,0,0
11263,QMJHL,196093/marek-zachar,F,2018,20.261111,57,24,24,48,0.8421049999999999,2,2,114,0,0,DY+2,R,No,0.0,0,0
11268,OHL,19612/brock-beukeboom,D,2013,21.455556,67,1,21,22,0.328358,5,5,279,0,1,DY+3,R,Yes,0.0,0,0
11269,USHL,19614/alex-dunn,D,2001,19.636111,7,0,1,1,0.14285699999999998,1,0,7,1,0,DY+1,R,No,0.0,0,0
11270,USHL,196147/steven-haydon,D,2014,20.516667,11,1,1,2,0.181818,1,0,11,1,0,DY+2,-,No,0.0,0,0
11271,OHL,19615/brent-hughes,F,2002,20.266667,68,11,17,28,0.41176499999999994,1,1,68,1,0,DY+2,R,No,0.0,0,0
11276,QMJHL,19616/phil-mangan,F,2008,21.594444,69,15,43,58,0.8405799999999999,5,3,216,0,1,DY+3,L,No,0.0,0,0
11279,QMJHL,196166/gregor-macleod,F,2019,21.272222,60,35,49,84,1.4,3,3,169,0,1,DY+3,L,No,0.0,0,0
11283,OHL,19617/matthew-bragg,D,2008,21.258333,65,16,20,36,0.553846,4,4,211,0,1,DY+3,L,No,0.0,0,0
11288,OHL,19618/tyson-aitcheson,D,2008,21.538889,60,3,12,15,0.25,5,5,308,0,1,DY+3,L,No,0.0,0,0
11289,USHL,19621/alexei-semyonov,F,2003,19.319444,32,8,3,11,0.34375,1,1,32,1,0,DY+1,L,No,0.0,0,0
11293,USHL,196342/bartek-bison,F,2019,21.469444,3,0,1,1,0.333333,4,0,131,0,1,DY+3,L,No,0.0,0,0
11298,QMJHL,196355/alex-renaud,F,2017,21.552778,38,11,7,18,0.473684,5,5,276,0,1,DY+3,L,No,0.0,0,0
11300,OHL,196391/olli-juolevi,D,2017,19.361110999999998,58,10,32,42,0.7241380000000001,2,2,115,0,0,DY+1,L,Yes,0.0,0,0
11303,QMJHL,196406/otto-somppi,F,2018,20.675,59,28,55,83,1.40678,3,3,178,0,1,DY+2,L,Yes,0.0,0,0
11305,USHL,196582/jared-kolquist,D,2014,21.397222,60,3,23,26,0.43333299999999997,2,2,117,0,0,DY+3,L,No,0.0,0,0
11308,USHL,196583/neal-pionk,D,2015,20.127778,53,7,41,48,0.90566,3,2,119,0,0,DY+2,R,No,0.0,0,0
11310,USHL,196585/mike-marnell,F,2014,19.325,47,10,12,22,0.46808500000000003,2,2,98,0,0,DY+1,R,No,0.0,0,0
11314,QMJHL,196587/matt-staples,D,2016,21.522222,14,0,2,2,0.14,4,0,169,0,1,DY+3,L,No,0.0,0,0
11315,USHL,196589/conor-andrle,F,2013,20.0,15,0,3,3,0.2,1,0,15,1,0,DY+2,R,No,0.0,0,0
11317,USHL,196594/alec-vanko,D,2015,21.291667,57,2,13,15,0.263158,2,2,107,0,0,DY+3,R,No,0.0,0,0
11319,USHL,196597/steven-spinner,F,2015,19.75,56,22,20,42,0.75,2,1,67,0,0,DY+1,R,Yes,0.0,0,0
11321,USHL,196603/michael-eyssimont,F,2015,19.016667,60,22,27,49,0.816667,2,2,118,0,0,DY+1,L,Yes,0.0,0,0
11324,USHL,196607/kiefer-sherwood,F,2015,20.458333,60,29,27,56,0.933333,3,2,126,0,0,DY+2,R,No,0.0,0,0
11327,USHL,196609/john-wiitala,F,2015,20.466667,60,13,13,26,0.43333299999999997,3,3,167,0,1,DY+2,L,No,0.0,0,0
11329,USHL,196626/jason-ford,F,2014,20.286111,51,10,12,22,0.43137299999999995,2,1,56,0,0,DY+2,L,No,0.0,0,0
11330,USHL,196645/zach-court,F,2015,18.697222,43,4,8,12,0.27907,1,1,43,1,0,DY,L,No,0.0,0,0
11333,USHL,196651/wyatt-kalynuk,D,2017,20.419444,60,6,25,31,0.516667,3,3,174,0,1,DY+2,L,Yes,0.0,0,0
11334,WHL,196660/rylee-zimmer,F,2015,18.519444,5,1,0,1,0.2,1,0,5,1,0,DY,R,No,0.0,0,0
11335,USHL,196692/thomas-aldworth,F,2014,19.375,29,3,1,4,0.137931,1,1,29,1,0,DY+1,R,No,0.0,0,0
11340,WHL,196699/derek-halldorson,F,2002,21.097222,71,40,29,69,0.971831,5,5,274,0,1,DY+3,L,No,0.0,0,0
11341,USHL,196703/luc-snuggerud,D,2014,18.991667,7,1,4,5,0.714286,1,0,7,1,0,DY,L,Yes,0.0,0,0
11344,WHL,196704/thomas-vannelli,D,2015,20.636111,44,12,23,35,0.795455,3,2,115,0,0,DY+2,R,Yes,0.0,0,0
11348,WHL,196718/hunter-warner,D,2016,20.983333,72,3,18,21,0.291667,4,3,152,0,1,DY+2,R,No,0.0,0,0
11349,USHL,196723/michael-bunn,F,2013,19.155556,10,4,0,4,0.4,1,0,10,1,0,DY+1,R,No,0.0,0,0
11352,OHL,196764/bob-crummer,F,2000,21.488889,51,16,14,30,0.5882350000000001,3,3,182,0,1,DY+3,R,No,0.0,0,0
11353,USHL,196767/meirs-moore,D,2014,19.780556,51,4,6,10,0.196078,1,1,51,1,0,DY+1,L,No,0.0,0,0
11354,USHL,196774/alex-carle,D,2014,20.302778,6,0,2,2,0.333333,1,0,6,1,0,DY+2,R,No,0.0,0,0
11355,USHL,196776/william-messa,F,2013,20.405556,14,0,3,3,0.214286,1,0,14,1,0,DY+2,R,No,0.0,0,0
11356,USHL,196777/matt-nelson,D,2014,20.113889,51,8,11,19,0.37254899999999996,1,1,51,1,0,DY+2,R,No,0.0,0,0
11359,USHL,196789/tory-dello,D,2016,19.586111,50,3,9,12,0.24,3,3,149,0,1,DY+1,R,No,0.0,0,0
11361,USHL,196805/niko-hildenbrand,F,2016,21.075,46,10,12,22,0.478261,2,2,100,0,0,DY+3,R,No,0.0,0,0
11363,USHL,196819/andrew-gaus,F,2015,20.561111,58,14,18,32,0.551724,2,2,105,0,0,DY+2,R,No,0.0,0,0
11365,USHL,196822/jack-stander,D,2014,19.616667,49,1,6,7,0.14285699999999998,2,1,55,0,0,DY+1,L,No,0.0,0,0
11370,OHL,196825/c.j.-garcia,D,2017,21.616667,64,6,16,22,0.34375,5,5,268,0,1,DY+3,L,No,0.0,0,0
11371,USHL,196933/laythe-jadallah,F,2013,17.697222,7,0,1,1,0.14285699999999998,1,0,7,1,0,DY-1,R,No,0.0,0,0
11375,QMJHL,196940/alex-pawelczyk,F,2016,20.983333,68,23,10,33,0.48529399999999995,4,4,249,0,1,DY+2,L,No,0.0,0,0
11378,USHL,196941/jimmy-schuldt,D,2015,20.344444,59,13,26,39,0.661017,3,2,122,0,0,DY+2,L,No,0.0,0,0
11379,QMJHL,197104/riley-scott,F,2014,16.961111,7,1,0,1,0.14,1,0,7,1,0,DY-2,R,No,0.0,0,0
